veil-color,habitat,ring-type,cap-shape,spore-print-color,cap-color,gill-attachment,veil-type,gill-color,gill-spacing,cap-surface,class
3,4,3,2,7,5,1,0,6,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,4,3,0,7,5,1,0,6,4,6,No
3,3,3,0,7,3,1,0,6,4,6,No
3,3,3,2,7,3,1,0,11,4,6,No
3,3,3,2,7,4,1,0,6,4,6,No
3,4,3,0,7,5,1,0,6,4,6,No
3,3,3,2,7,1,1,0,6,4,6,No
3,3,3,2,7,4,1,0,6,4,6,No
3,3,3,2,7,4,1,0,6,4,6,No
3,4,3,2,7,5,1,0,11,4,6,No
3,4,3,0,7,3,1,0,11,4,6,No
3,3,3,2,7,3,1,0,11,4,6,No
3,4,3,0,7,3,1,0,6,4,6,No
3,3,3,2,7,1,1,0,6,4,6,No
3,3,3,2,7,3,1,0,11,4,6,No
3,4,3,2,7,5,1,0,6,4,6,No
3,4,3,2,7,3,1,0,6,4,6,No
3,3,3,0,7,4,1,0,6,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,4,3,0,7,1,1,0,6,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,4,3,0,7,1,1,0,11,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,3,3,0,7,3,1,0,11,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,3,3,2,7,1,1,0,6,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,4,3,2,7,4,1,0,6,4,6,No
3,3,3,2,7,5,1,0,6,4,6,No
3,3,3,0,7,1,1,0,6,4,6,No
3,4,3,0,7,1,1,0,11,4,6,No
3,4,3,2,7,3,1,0,6,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,4,3,2,7,5,1,0,11,4,6,No
3,4,3,0,7,3,1,0,11,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,3,3,2,7,1,1,0,11,4,6,No
3,3,3,0,7,3,1,0,11,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,3,3,2,7,4,1,0,11,4,6,No
3,3,3,2,7,3,1,0,6,4,6,No
3,3,3,0,7,1,1,0,6,4,6,No
3,4,3,0,7,3,1,0,11,4,6,No
3,3,3,2,7,4,1,0,11,4,6,No
3,3,3,2,7,4,1,0,6,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,3,3,0,7,3,1,0,6,4,6,No
3,4,3,2,7,5,1,0,6,4,6,No
3,4,3,2,7,5,1,0,11,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,3,3,2,7,1,1,0,6,4,6,No
3,3,3,0,7,4,1,0,6,4,6,No
3,4,3,0,7,4,1,0,11,4,6,No
3,4,3,0,7,1,1,0,6,4,6,No
3,4,3,2,7,3,1,0,11,4,6,No
3,3,3,2,7,3,1,0,6,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,3,3,2,7,3,1,0,6,4,6,No
3,3,3,0,7,5,1,0,6,4,6,No
3,3,3,0,7,5,1,0,11,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,3,3,2,7,4,1,0,11,4,6,No
3,4,3,0,7,1,1,0,6,4,6,No
3,4,3,0,7,3,1,0,6,4,6,No
3,3,3,0,7,5,1,0,6,4,6,No
3,3,3,2,7,1,1,0,6,4,6,No
3,4,3,0,7,4,1,0,11,4,6,No
3,3,3,0,7,5,1,0,11,4,6,No
3,3,3,0,7,4,1,0,11,4,6,No
3,3,3,2,7,5,1,0,11,4,6,No
3,3,3,0,7,4,1,0,11,4,6,No
3,4,3,0,7,1,1,0,6,4,6,No
3,3,3,0,7,1,1,0,11,4,6,No
3,4,3,0,7,1,1,0,6,4,6,No
3,4,3,0,7,5,1,0,6,4,6,No
3,3,3,2,7,3,1,0,6,4,6,No
3,4,3,2,7,4,1,0,6,4,6,No
3,4,3,0,7,4,1,0,6,4,6,No
3,4,3,2,7,3,1,0,6,4,6,No
3,3,3,2,7,4,1,0,6,4,6,No
3,4,3,2,7,3,1,0,11,4,6,No
3,3,3,0,7,4,1,0,11,4,6,No
3,4,3,2,7,1,1,0,6,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,8,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,2,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,1,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,0,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,1,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,0,7,1,1,0,8,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,2,7,1,1,0,1,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,8,4,6,No
3,3,3,3,7,3,1,0,1,4,6,No
3,0,3,2,7,1,1,0,1,4,6,No
3,3,3,0,7,3,1,0,8,4,6,No
3,0,3,2,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,1,1,0,8,4,6,No
3,3,3,3,7,3,1,0,8,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,3,3,2,7,3,1,0,8,4,6,No
3,3,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,3,1,0,1,4,6,No
3,3,3,3,7,1,1,0,1,4,6,No
3,0,3,3,7,1,1,0,8,4,6,No
3,0,3,0,7,3,1,0,1,4,6,No
3,0,3,3,7,1,1,0,1,4,6,No
3,4,3,0,7,3,0,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,4,3,0,7,1,2,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,3,3,0,7,3,0,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,4,3,3,7,3,2,0,9,4,12,No
3,3,3,2,7,3,2,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,3,3,2,7,3,0,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,4,3,3,7,1,0,0,9,4,12,No
3,4,3,3,7,3,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,3,3,2,7,3,0,0,9,4,12,No
3,4,3,3,7,3,2,0,9,4,12,No
3,3,3,3,7,1,0,0,9,4,12,No
3,3,3,3,7,1,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,3,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,3,2,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,4,3,2,7,1,2,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,4,3,0,7,1,2,0,9,4,12,No
3,4,3,0,7,1,0,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,3,3,2,7,3,0,0,9,4,12,No
3,3,3,2,7,3,2,0,9,4,12,No
3,4,3,2,7,1,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,3,3,3,7,3,2,0,9,4,12,No
3,4,3,2,7,1,2,0,9,4,12,No
3,4,3,3,7,3,2,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,4,3,0,7,1,0,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,4,3,3,7,3,0,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,0,7,1,0,0,9,4,12,No
3,3,3,3,7,3,2,0,9,4,12,No
3,4,3,2,7,1,2,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,3,3,0,7,3,0,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,3,3,3,7,1,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,3,3,3,7,1,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,3,3,2,7,3,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,4,3,3,7,1,0,0,9,4,12,No
3,4,3,2,7,3,2,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,3,3,2,7,3,2,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,4,3,3,7,1,0,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,4,3,3,7,3,0,0,9,4,12,No
3,3,3,2,7,3,0,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,1,2,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,3,3,2,7,3,0,0,9,4,12,No
3,3,3,2,7,3,2,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,4,3,3,7,1,0,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,3,3,3,7,3,2,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,1,0,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,2,7,3,2,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,0,7,1,0,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,4,3,3,7,3,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,3,0,0,9,4,12,No
3,4,3,3,7,3,2,0,9,4,12,No
3,3,3,0,7,3,0,0,9,4,12,No
3,4,3,2,7,3,2,0,9,4,12,No
3,3,3,3,7,1,2,0,9,4,12,No
3,3,3,0,7,3,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,4,3,0,7,3,2,0,9,4,12,No
3,3,3,2,7,1,2,0,9,4,12,No
3,3,3,0,7,1,2,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,3,3,3,7,3,0,0,9,4,12,No
3,3,3,2,7,1,0,0,9,4,12,No
3,4,3,3,7,1,0,0,9,4,12,No
3,4,3,2,7,1,2,0,9,4,12,No
3,4,3,3,7,1,2,0,9,4,12,No
3,4,3,3,7,3,0,0,9,4,12,No
3,3,3,0,7,3,0,0,9,4,12,No
3,3,3,3,7,3,2,0,9,4,12,No
3,4,3,2,7,3,0,0,9,4,12,No
